марка,модель,поколение,мощность,год,пробег,состояние,двери,кузов,топливо,трансмиссия,цвет,привод,руль,комплектация,цена
Nissan,Serena,C23,140,1996.0,332000.0,не битый,4.0,минивэн,бензин,автомат,зелёный,полный,правый,Base,200000
Nissan,Presea,II,105,1998.0,260000.0,не битый,4.0,седан,бензин,автомат,белый,передний,правый,Base,195000
Nissan,Juke,I,190,2011.0,136450.0,не битый,5.0,внедорожник,бензин,механика,белый,передний,левый,SE,549990
Nissan,Qashqai,I,106,2009.0,204196.0,не битый,5.0,внедорожник,дизель,механика,чёрный,передний,левый,Base,479990
Nissan,Murano,Z52,249,2018.0,22000.0,не битый,5.0,внедорожник,бензин,вариатор,бежевый,передний,левый,MID,1420000
Nissan,Juke,I,117,2014.0,38942.0,не битый,5.0,внедорожник,бензин,вариатор,фиолетовый,передний,левый,LE,719990
Nissan,Qashqai+2,I,141,2009.0,152900.0,не битый,5.0,внедорожник,бензин,вариатор,синий,полный,левый,Base,590000
Nissan,Juke,I,117,2011.0,153000.0,не битый,5.0,внедорожник,бензин,механика,чёрный,передний,левый,Base,475000
Nissan,Pathfinder,III,174,2007.0,260000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,SE,745000
Nissan,Almera Classic,I,107,2008.0,173568.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,239000
Nissan,X-Trail,II,170,2008.0,234000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,Base,550000
Nissan,X-Trail,I,140,2006.0,191300.0,не битый,5.0,внедорожник,бензин,механика,серебряный,полный,левый,Base,465000
Nissan,Micra,K11,54,1999.0,140000.0,не битый,3.0,хетчбэк,бензин,механика,голубой,передний,левый,Base,99000
Nissan,X-Trail,I,165,2007.0,110000.0,не битый,5.0,внедорожник,бензин,механика,серебряный,полный,левый,Base,495000
Nissan,Tiida,C11,110,2012.0,77000.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Comfort,498000
Nissan,Patrol,Y61,158,2001.0,296000.0,не битый,5.0,внедорожник,дизель,автомат,серебряный,полный,левый,Base,500000
Nissan,Murano,Z50,248,2003.0,171245.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,Base,320000
Nissan,Leaf,I,109,2013.0,80000.0,не битый,5.0,хетчбэк,электро,автомат,серый,передний,правый,Base,530000
Nissan,Sentra,B17,117,2015.0,148000.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Elegance,600000
Nissan,Primera,P12,109,2005.0,170000.0,не битый,5.0,универсал,бензин,механика,серый,передний,левый,Base,265000
Nissan,Almera,N16,116,2004.0,183249.0,не битый,5.0,хетчбэк,бензин,автомат,синий,передний,левый,Base,240000
Nissan,Note,E11,110,2013.0,130000.0,не битый,5.0,хетчбэк,бензин,механика,бежевый,передний,левый,Comfort,490000
Nissan,X-Trail,II,141,2011.0,170000.0,не битый,5.0,внедорожник,бензин,механика,серый,полный,левый,XE,750000
Nissan,Murano,Z51,249,2011.0,176500.0,не битый,5.0,внедорожник,бензин,вариатор,бежевый,полный,левый,SE,780000
Nissan,Qashqai,I,141,2010.0,132000.0,не битый,5.0,внедорожник,бензин,вариатор,синий,передний,левый,SE,630000
Nissan,Qashqai,I,141,2008.0,160000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,SE,500000
Nissan,X-Trail,II,140,2010.0,178400.0,не битый,5.0,внедорожник,бензин,механика,чёрный,полный,левый,SE,655000
Nissan,Juke,I,190,2011.0,98000.0,не битый,5.0,внедорожник,бензин,вариатор,белый,полный,левый,Base,660000
Nissan,Primera,P12,140,2004.0,196000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,270000
Nissan,Murano,Z50,234,2007.0,247000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,Murano,370000
Nissan,Skyline,V35,215,2002.0,240000.0,не битый,4.0,седан,бензин,автомат,серебряный,задний,правый,Base,715000
Nissan,Dayz,I,49,2014.0,25000.0,не битый,5.0,хетчбэк,бензин,вариатор,синий,передний,правый,Base,490000
Nissan,X-Trail,II,141,2011.0,139000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,Base,725000
Nissan,Almera Classic,I,107,2010.0,108756.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,280000
Nissan,Leaf,I,109,2014.0,39381.0,не битый,5.0,хетчбэк,электро,автомат,серебряный,передний,правый,Base,620000
Nissan,Qashqai,II,115,2015.0,58743.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,Base,880000
Nissan,Primera,P12,109,2005.0,143081.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,220000
Nissan,Fuga,I,210,2005.0,130000.0,не битый,4.0,седан,бензин,автомат,белый,задний,правый,Base,330000
Nissan,Note,E11,88,2012.0,170000.0,не битый,5.0,хетчбэк,бензин,механика,белый,передний,левый,Luxe,360000
Nissan,Qashqai,I,114,2011.0,188500.0,не битый,5.0,внедорожник,бензин,механика,чёрный,передний,левый,360,490000
Nissan,Quest,III,243,2007.0,250000.0,не битый,5.0,минивэн,бензин,автомат,белый,передний,левый,Base,580000
Nissan,Terrano,R50,118,1997.0,350000.0,не битый,5.0,внедорожник,бензин,механика,синий,полный,левый,Base,90000
Nissan,Note,E11,110,2007.0,237000.0,не битый,5.0,хетчбэк,бензин,автомат,чёрный,передний,левый,Base,360000
Nissan,Qashqai,II,115,2017.0,115041.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,SE,899990
Nissan,Pathfinder,III,174,2007.0,300000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,710000
Nissan,Largo,III,145,1998.0,320000.0,не битый,5.0,минивэн,бензин,автомат,чёрный,полный,правый,Base,215000
Nissan,Qashqai,I,114,2012.0,98000.0,не битый,5.0,внедорожник,бензин,механика,красный,передний,левый,SE,650000
Nissan,X-Trail,II,169,2008.0,180000.0,не битый,5.0,внедорожник,бензин,вариатор,коричневый,полный,левый,SE,580000
Nissan,Terrano,D10,135,2015.0,40000.0,не битый,5.0,внедорожник,бензин,автомат,белый,передний,левый,Base,700000
Nissan,Teana,L33,173,2014.0,155000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Luxe,900000
Nissan,Tiida,C11,110,2008.0,183000.0,не битый,5.0,хетчбэк,бензин,механика,серый,передний,левый,Elegance,374999
Nissan,Note,E12,79,2015.0,107000.0,не битый,5.0,хетчбэк,бензин,вариатор,серый,полный,правый,Base,570000
Nissan,Almera,N16,98,2004.0,152000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Comfort,177000
Nissan,Sunny,B15,105,2001.0,303000.0,не битый,4.0,седан,бензин,механика,белый,передний,правый,Base,129000
Nissan,Serena,C27,150,2018.0,14000.0,не битый,5.0,минивэн,гибрид,вариатор,белый,полный,правый,Base,1850000
Nissan,Teana,L33,173,2014.0,103000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Luxe,800000
Nissan,Qashqai+2,I,114,2012.0,191709.0,не битый,5.0,внедорожник,бензин,механика,белый,передний,левый,Base,700000
Nissan,X-Trail,II,141,2011.0,95998.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,SE,749990
Nissan,Teana,J31,136,2007.0,199500.0,не битый,4.0,седан,бензин,автомат,чёрный,передний,левый,Base,380000
Nissan,Teana,J32,136,2012.0,125000.0,не битый,4.0,седан,бензин,автомат,пурпурный,передний,левый,Base,675000
Nissan,Maxima,A32,140,1999.0,250000.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,130000
Nissan,Note,E12,79,2014.0,70000.0,не битый,5.0,хетчбэк,бензин,вариатор,красный,передний,правый,Base,550000
Nissan,Tiida,C11,110,2007.0,231955.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Comfort,319990
Nissan,Juke,I,117,2011.0,230000.0,не битый,5.0,внедорожник,бензин,механика,красный,передний,левый,Base,550000
Nissan,Juke,I,117,2012.0,75000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,Base,630000
Nissan,Almera Tino,I,114,2001.0,224000.0,битый,5.0,минивэн,бензин,механика,зелёный,передний,левый,Base,109500
Nissan,Almera,G15,102,2014.0,82111.0,не битый,4.0,седан,бензин,механика,бежевый,передний,левый,Comfort,419990
Nissan,Qashqai,I,117,2012.0,116000.0,не битый,5.0,внедорожник,бензин,вариатор,фиолетовый,передний,левый,XE,680000
Nissan,Terrano,R50,118,1998.0,270000.0,не битый,5.0,внедорожник,бензин,механика,чёрный,полный,левый,Base,180000
Nissan,Maxima,A33,140,2000.0,300900.0,не битый,4.0,седан,бензин,автомат,золотой,передний,правый,Base,180000
Nissan,Qashqai,I,141,2008.0,199999.0,не битый,5.0,внедорожник,бензин,механика,красный,передний,левый,LE,269000
Nissan,Wingroad,Y12,109,2010.0,190000.0,не битый,5.0,универсал,бензин,вариатор,белый,передний,правый,Base,380000
Nissan,Navara,D40,190,2013.0,75000.0,не битый,4.0,пикап,дизель,автомат,чёрный,полный,левый,Base,1150000
Nissan,X-Trail,II,141,2012.0,152000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,LE High,765000
Nissan,Terrano,WD21,124,1995.0,350000.0,не битый,5.0,внедорожник,бензин,механика,синий,полный,левый,Base,195000
Nissan,Teana,J32,182,2012.0,79760.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Premium,750000
Nissan,X-Trail,III,171,2020.0,151018.0,не битый,5.0,внедорожник,бензин,вариатор,оранжевый,полный,левый,LE Yandex,2079000
Nissan,Primera,P12,109,2004.0,155000.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,210000
Nissan,Primera,P10,115,1992.0,270000.0,не битый,5.0,хетчбэк,бензин,механика,коричневый,передний,левый,Base,155000
Nissan,Qashqai,I,117,2012.0,94573.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,Base,630000
Nissan,Qashqai,I,141,2008.0,178000.0,не битый,5.0,внедорожник,бензин,вариатор,красный,передний,левый,Tekna,470000
Nissan,Qashqai,II,144,2020.0,151018.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,передний,левый,SE,1579000
Nissan,Micra,K12,80,2005.0,140299.0,не битый,5.0,хетчбэк,бензин,автомат,красный,передний,левый,Base,216000
Nissan,Note,E11,110,2012.0,54600.0,не битый,5.0,хетчбэк,бензин,автомат,чёрный,передний,левый,Base,595000
Nissan,Gloria,Y31,125,1991.0,200000.0,не битый,4.0,седан,бензин,автомат,серый,задний,правый,Base,510000
Nissan,Juke,I,117,2011.0,89000.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,LE,580000
Nissan,Wingroad,Y11,105,2002.0,306000.0,не битый,5.0,универсал,бензин,автомат,серебряный,передний,правый,Base,230000
Nissan,Qashqai,I,117,2012.0,112000.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,LE+,620000
Nissan,Primera,P12,109,2004.0,250000.0,не битый,4.0,седан,бензин,механика,голубой,передний,левый,Base,190000
Nissan,Qashqai,I,141,2008.0,134618.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,передний,левый,Base,515000
Nissan,Teana,J32,167,2013.0,145000.0,не битый,4.0,седан,бензин,вариатор,чёрный,полный,левый,Luxe,660000
Nissan,X-Trail,II,141,2012.0,119000.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,полный,левый,LE High,780000
Nissan,Terrano,R50,101,1993.0,150000.0,битый,3.0,внедорожник,дизель,механика,чёрный,полный,левый,Base,39999
Nissan,Patrol,Y61,160,2007.0,220000.0,не битый,5.0,внедорожник,дизель,автомат,серебряный,полный,левый,Base,860000
Nissan,Avenir,W11,125,2000.0,220000.0,битый,5.0,универсал,бензин,автомат,чёрный,передний,правый,Base,215000
Nissan,Note,E11,110,2008.0,140000.0,не битый,5.0,хетчбэк,бензин,механика,коричневый,передний,левый,Tekna,355000
Nissan,X-Trail,I,140,2006.0,213000.0,не битый,5.0,внедорожник,бензин,механика,серебряный,полный,левый,Base,450000
Nissan,Micra,K12,80,2007.0,150000.0,не битый,5.0,хетчбэк,бензин,автомат,чёрный,передний,левый,Base,280000
Nissan,Qashqai,I,106,2008.0,280000.0,не битый,5.0,внедорожник,дизель,механика,чёрный,передний,левый,Base,410000
Nissan,X-Trail,III,144,2015.0,56000.0,не битый,5.0,внедорожник,бензин,вариатор,зелёный,передний,левый,Base,1200000
Nissan,Qashqai,II,144,2014.0,120000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,LE+,899000
Nissan,Qashqai,I,117,2013.0,70000.0,не битый,5.0,внедорожник,бензин,вариатор,бежевый,передний,левый,SE,645000
Nissan,X-Trail,II,169,2011.0,131000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,LE,709000
Nissan,Tiida,C11,110,2010.0,102505.0,не битый,5.0,хетчбэк,бензин,автомат,чёрный,передний,левый,Elegance,440000
Nissan,Qashqai,II,115,2015.0,55000.0,не битый,5.0,внедорожник,бензин,вариатор,синий,передний,левый,Base,930000
Nissan,Qashqai,I,117,2012.0,99750.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,SE,680000
Nissan,Almera Classic,I,107,2007.0,250000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,243000
Nissan,Teana,J32,182,2012.0,189000.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Elegance+,670000
Nissan,X-Trail,II,141,2011.0,200000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,SE,735000
Nissan,Qashqai,I,117,2012.0,170000.0,не битый,5.0,внедорожник,бензин,механика,белый,передний,левый,Base,630000
Nissan,Terrano,D10,114,2020.0,151018.0,не битый,5.0,внедорожник,бензин,механика,чёрный,передний,левый,Elegance,1066000
Nissan,Bluebird Sylphy,I,115,2002.0,215000.0,битый,4.0,седан,бензин,автомат,белый,полный,правый,Base,70000
Nissan,X-Trail,II,141,2014.0,127000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,LE High,765000
Nissan,Qashqai,I,141,2007.0,130000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,Lounge,450000
Nissan,Tiida,C11,109,2004.0,250000.0,не битый,4.0,седан,бензин,автомат,золотой,полный,правый,Base,240000
Nissan,Almera Classic,I,107,2007.0,200000.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Base,235000
Nissan,X-Trail,II,141,2011.0,137325.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,LE,679990
Nissan,Teana,J31,136,2007.0,240100.0,не битый,4.0,седан,бензин,автомат,синий,передний,левый,Base,420000
Nissan,Qashqai,II,144,2018.0,64500.0,не битый,5.0,внедорожник,бензин,механика,чёрный,передний,левый,SE,1150000
Nissan,X-Trail,II,140,2008.0,141200.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,SE,620000
Nissan,X-Trail,II,169,2008.0,170556.0,не битый,5.0,внедорожник,бензин,вариатор,белый,полный,левый,Base,579000
Nissan,X-Trail,II,169,2010.0,164000.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,полный,левый,LE,730000
Nissan,X-Trail,II,141,2011.0,153200.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,XE,750000
Nissan,Qashqai,II,115,2017.0,97143.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,Base,935000
Nissan,Primera,P12,140,2003.0,188895.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Base,298000
Nissan,Almera,N15,99,1997.0,180000.0,не битый,5.0,хетчбэк,бензин,механика,зелёный,передний,левый,Base,95000
Nissan,Qashqai,II,144,2020.0,151018.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,QE,1756000
Nissan,Note,E11,110,2007.0,175280.0,не битый,5.0,хетчбэк,бензин,автомат,красный,передний,левый,Tekna,330000
Nissan,Qashqai,I,141,2007.0,180000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,SE,449000
Nissan,Leaf,I,109,2013.0,66000.0,не битый,5.0,хетчбэк,электро,автомат,синий,передний,правый,Base,600000
Nissan,Teana,J32,249,2012.0,130000.0,не битый,4.0,седан,бензин,вариатор,пурпурный,передний,левый,Luxe,800000
Nissan,Pulsar,N15,105,1998.0,173000.0,не битый,4.0,седан,бензин,автомат,серебряный,полный,правый,Base,155000
Nissan,Micra,K12,80,2007.0,165500.0,не битый,5.0,хетчбэк,бензин,автомат,чёрный,передний,левый,Base,315000
Nissan,Qashqai,I,141,2008.0,107000.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,передний,левый,LE,520000
Nissan,Teana,J32,182,2012.0,170000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Base,675000
Nissan,X-Trail,III,144,2013.0,107000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,Base,850000
Nissan,Juke,I,117,2014.0,111000.0,не битый,5.0,внедорожник,бензин,вариатор,синий,передний,левый,SE,720000
Nissan,X-Trail,III,144,2015.0,75000.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,SE,1009000
Nissan,Almera Classic,I,107,2012.0,94000.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Base,408000
Nissan,Juke,I,190,2013.0,84500.0,не битый,5.0,внедорожник,бензин,вариатор,коричневый,полный,левый,SE,759000
Nissan,Teana,J32,182,2013.0,165000.0,не битый,4.0,седан,бензин,вариатор,чёрный,передний,левый,Elegance+,875000
Nissan,Primera,P12,109,2004.0,200726.0,не битый,4.0,седан,бензин,механика,серый,передний,левый,Base,275000
Nissan,Juke,I,190,2011.0,116000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,LE,660000
Nissan,Qashqai,II,144,2016.0,80000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,SE,1080000
Nissan,X-Trail,II,140,2008.0,220000.0,не битый,5.0,внедорожник,бензин,вариатор,бежевый,полный,левый,Base,600000
Nissan,Pathfinder,III,190,2011.0,130000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,LE,950000
Nissan,NP300,I,133,2013.0,115000.0,не битый,4.0,пикап,дизель,механика,чёрный,полный,левый,Comfort,870000
Nissan,Primera,P12,116,2004.0,146000.0,не битый,4.0,седан,бензин,механика,бежевый,передний,левый,Base,300000
Nissan,Almera,N15,90,1999.0,310000.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,67000
Nissan,Tiida,C11,110,2013.0,49000.0,не битый,5.0,хетчбэк,бензин,автомат,чёрный,передний,левый,Tekna,469000
Nissan,Almera,G15,102,2015.0,32000.0,не битый,4.0,седан,бензин,автомат,серебряный,передний,левый,Comfort,500000
Nissan,Juke,I,117,2011.0,74042.0,не битый,5.0,внедорожник,бензин,вариатор,красный,передний,левый,Base,525000
Nissan,Almera,N16,98,2005.0,235000.0,не битый,4.0,седан,бензин,механика,голубой,передний,левый,Comfort,200000
Nissan,Sentra,B17,117,2015.0,83000.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Elegance,610000
Nissan,X-Trail,II,140,2007.0,125000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,LE,595000
Nissan,Almera Classic,I,107,2006.0,141000.0,не битый,4.0,седан,бензин,механика,синий,передний,левый,Base,255000
Nissan,Murano,Z51,249,2008.0,152000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,SE,599000
Nissan,Juke,I,117,2017.0,24900.0,не битый,5.0,внедорожник,бензин,вариатор,жёлтый,передний,левый,SE,949999
Nissan,Qashqai,II,144,2015.0,89191.0,не битый,5.0,внедорожник,бензин,вариатор,коричневый,передний,левый,SE,969990
Nissan,Pathfinder,III,174,2007.0,270000.0,не битый,5.0,внедорожник,дизель,механика,серый,полный,левый,LE,630000
Nissan,Primera,P12,116,2004.0,525000.0,не битый,4.0,седан,бензин,автомат,зелёный,передний,левый,Base,280000
Nissan,Qashqai,I,117,2012.0,130000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,Base,550000
Nissan,Pathfinder,III,174,2007.0,190000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,700000
Nissan,Almera,N16,114,2003.0,269000.0,не битый,4.0,седан,бензин,автомат,белый,передний,левый,Base,195000
Nissan,X-Trail,II,141,2011.0,175000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,Base,799000
Nissan,Terrano,D10,143,2020.0,151018.0,не битый,5.0,внедорожник,бензин,механика,серый,полный,левый,Elegance Plus,1224000
Nissan,March,II,58,1998.0,304221.0,не битый,5.0,хетчбэк,бензин,автомат,зелёный,передний,правый,Base,60000
Nissan,Qashqai,I,141,2011.0,181000.0,не битый,5.0,внедорожник,бензин,механика,коричневый,полный,левый,SE,746000
Nissan,Almera Classic,I,107,2007.0,135000.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,269000
Nissan,X-Trail,II,141,2011.0,125000.0,не битый,5.0,внедорожник,бензин,вариатор,бежевый,полный,левый,LE,748000
Nissan,X-Trail,II,169,2008.0,132000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,Base,650000
Nissan,Almera,N16,98,2006.0,173000.0,не битый,3.0,хетчбэк,бензин,механика,чёрный,передний,левый,Base,199000
Nissan,Skyline,V35,215,2002.0,190000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,правый,Base,420000
Nissan,Patrol,Y62,405,2014.0,124414.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,2819378
Nissan,Teana,J32,167,2011.0,164000.0,не битый,4.0,седан,бензин,вариатор,серебряный,полный,левый,Base,665000
Nissan,X-Trail,II,141,2014.0,165000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,XE,850000
Nissan,X-Trail,III,144,2016.0,96841.0,не битый,5.0,внедорожник,бензин,вариатор,белый,полный,левый,SE,1249990
Nissan,Teana,J32,182,2013.0,84000.0,не битый,4.0,седан,бензин,вариатор,серебряный,передний,левый,Elegance+,850000
Nissan,Juke,I,117,2013.0,96907.0,не битый,5.0,внедорожник,бензин,механика,чёрный,передний,левый,Base,640000
Nissan,X-Trail,I,150,2001.0,203000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,правый,Base,340000
Nissan,Qashqai,I,141,2010.0,125000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,XE,620000
Nissan,Leaf,I,109,2012.0,100000.0,не битый,5.0,хетчбэк,электро,автомат,серебряный,передний,правый,Base,520000
Nissan,Primera,P11,114,1999.0,306000.0,не битый,5.0,хетчбэк,бензин,механика,зелёный,передний,левый,Base,120000
Nissan,Patrol,Y61,160,2008.0,275000.0,не битый,5.0,внедорожник,дизель,автомат,серебряный,полный,левый,Luxe,1080000
Nissan,Terrano,D10,135,2014.0,99121.0,не битый,5.0,внедорожник,бензин,механика,чёрный,полный,левый,Base,650000
Nissan,Navara,D40,174,2007.0,190000.0,не битый,4.0,пикап,дизель,автомат,красный,полный,левый,Base,630000
Nissan,Qashqai,I,141,2013.0,150416.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,полный,левый,Base,749000
Nissan,Almera,G15,102,2013.0,116121.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Comfort,410000
Nissan,Qashqai,I,117,2012.0,111000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,LE+,670000
Nissan,X-Trail,II,137,2008.0,168000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,полный,левый,Base,650000
Nissan,Almera,G15,102,2014.0,110000.0,не битый,4.0,седан,бензин,механика,белый,передний,левый,Comfort,385000
Nissan,Qashqai,II,144,2019.0,9350.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,LE,1600000
Nissan,Terrano,D10,114,2019.0,151018.0,не битый,5.0,внедорожник,бензин,механика,белый,передний,левый,Elegance,883000
Nissan,Primera,P12,116,2006.0,191000.0,битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,210000
Nissan,X-Trail,II,141,2010.0,128000.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,полный,левый,Base,640000
Nissan,Terrano,D10,135,2014.0,147817.0,не битый,5.0,внедорожник,бензин,автомат,серый,передний,левый,Base,560000
Nissan,Teana,L33,173,2015.0,91000.0,не битый,4.0,седан,бензин,вариатор,красный,передний,левый,Elegance,950000
Nissan,Almera,G15,102,2013.0,67500.0,не битый,4.0,седан,бензин,механика,чёрный,передний,левый,Comfort,480000
Nissan,Almera Classic,I,107,2006.0,160300.0,не битый,4.0,седан,бензин,автомат,зелёный,передний,левый,Base,267000
Nissan,Qashqai,I,141,2013.0,113000.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,Base,719000
Nissan,Primera,P12,109,2007.0,218000.0,не битый,5.0,хетчбэк,бензин,механика,чёрный,передний,левый,Base,300000
Nissan,Almera,N15,75,2000.0,120000.0,битый,5.0,хетчбэк,бензин,механика,серый,передний,левый,Base,110000
Nissan,Almera Classic,I,107,2006.0,220000.0,не битый,4.0,седан,бензин,механика,серебряный,передний,левый,Base,233000
Nissan,Qashqai,I,117,2012.0,149000.0,не битый,5.0,внедорожник,бензин,вариатор,белый,передний,левый,Base,670000
Nissan,Qashqai,I,117,2013.0,132200.0,не битый,5.0,внедорожник,бензин,вариатор,красный,передний,левый,Base,695000
Nissan,Murano,Z50,234,2007.0,109000.0,не битый,5.0,внедорожник,бензин,вариатор,оранжевый,полный,левый,Murano,580000
Nissan,Juke,I,117,2014.0,58000.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,SE,800000
Nissan,Juke,I,190,2014.0,77000.0,не битый,5.0,внедорожник,бензин,вариатор,белый,полный,левый,Base,769000
Nissan,AD,II,87,2002.0,236000.0,не битый,5.0,универсал,бензин,автомат,белый,передний,правый,Base,120000
Nissan,X-Trail,I,140,2007.0,191926.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,469990
Nissan,Maxima,A32,140,1996.0,313400.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Base,145000
Nissan,Teana,J32,249,2010.0,135313.0,не битый,4.0,седан,бензин,вариатор,белый,передний,левый,Premium,650000
Nissan,Juke,I,117,2011.0,136270.0,не битый,5.0,внедорожник,бензин,механика,чёрный,передний,левый,SE,560000
Nissan,Primera,P10,125,1994.0,200000.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,69000
Nissan,Almera,G15,102,2015.0,69000.0,не битый,4.0,седан,бензин,автомат,серый,передний,левый,Tekna,500000
Nissan,Qashqai,II,144,2019.0,151018.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,SE,1328000
Nissan,Almera,G15,102,2015.0,68998.0,не битый,4.0,седан,бензин,механика,красный,передний,левый,Comfort,449990
Nissan,Almera,N16,90,2000.0,350000.0,не битый,4.0,седан,бензин,механика,зелёный,передний,левый,Base,115000
Nissan,Juke,I,117,2013.0,78000.0,не битый,5.0,внедорожник,бензин,вариатор,серебряный,передний,левый,Base,665000
Nissan,X-Trail,III,144,2013.0,167000.0,не битый,5.0,внедорожник,бензин,вариатор,серый,полный,левый,LE,790000
Nissan,Qashqai,I,141,2008.0,179800.0,не битый,5.0,внедорожник,бензин,вариатор,серый,передний,левый,LE,490000
Nissan,Juke,I,117,2013.0,111200.0,не битый,5.0,внедорожник,бензин,вариатор,чёрный,передний,левый,SE,680000
