марка,модель,поколение,мощность,год,пробег,состояние,двери,кузов,топливо,трансмиссия,цвет,привод,руль,комплектация,цена
BMW,X3,F25,184,2012.0,152000.0,не битый,5.0,внедорожник,дизель,автомат,коричневый,полный,левый,Base,1200000
BMW,7 серия,F01/F02,407,2010.0,274000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,900000
BMW,X1,E84,177,2011.0,112000.0,не битый,5.0,внедорожник,дизель,автомат,синий,полный,левый,Base,720000
BMW,X5,E53,286,2001.0,252000.0,не битый,5.0,внедорожник,бензин,автомат,зелёный,полный,левый,Base,450000
BMW,5 серия,E39,170,1998.0,330000.0,не битый,4.0,седан,бензин,автомат,белый,задний,левый,Base,150000
BMW,3 серия,E90/E91/E92/E93,218,2007.0,140000.0,не битый,4.0,седан,бензин,автомат,чёрный,полный,левый,Base,500000
BMW,3 серия,E90/E91/E92/E93,156,2011.0,160000.0,не битый,2.0,купе,бензин,механика,белый,задний,левый,SE,740000
BMW,5 серия,E60/E61,272,2008.0,240000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,левый,Business,570000
BMW,X6 M,E71,555,2014.0,66000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,M,2300000
BMW,3 серия,E90/E91/E92/E93,136,2008.0,176000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,левый,SE,479000
BMW,X5,E70,306,2011.0,155000.0,не битый,5.0,внедорожник,дизель,автомат,белый,полный,левый,Sport,1390000
BMW,5 серия,E39,150,1996.0,264000.0,битый,4.0,седан,бензин,механика,чёрный,задний,левый,Base,80000
BMW,5 серия,E34,192,1994.0,299999.0,не битый,4.0,седан,бензин,механика,зелёный,задний,левый,Base,30000
BMW,1 серия,F20/F21,136,2012.0,148000.0,не битый,5.0,хетчбэк,бензин,автомат,белый,задний,левый,Base,600000
BMW,3 серия,E90/E91/E92/E93,218,2008.0,200000.0,не битый,4.0,седан,бензин,автомат,красный,задний,левый,Base,500000
BMW,3 серия,E90/E91/E92/E93,136,2009.0,130000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,левый,Base,550000
BMW,Z3,E36,140,1996.0,190000.0,не битый,2.0,кабриолет,бензин,автомат,красный,задний,левый,Base,599000
BMW,X5,E53,360,2005.0,150000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,950000
BMW,X1,E84,184,2012.0,157789.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Sport,850000
BMW,X5,E53,231,2001.0,213000.0,не битый,5.0,внедорожник,бензин,автомат,серебряный,полный,левый,Base,360000
BMW,5 серия,G30/G31,190,2018.0,72000.0,не битый,4.0,седан,дизель,автомат,синий,задний,левый,Executive,1990000
BMW,X3,F25,190,2014.0,140000.0,не битый,5.0,внедорожник,дизель,автомат,серый,полный,левый,Xline,1400000
BMW,X3,E83,231,2004.0,207200.0,не битый,5.0,внедорожник,бензин,автомат,белый,полный,левый,Base,495000
BMW,X3,E83,218,2007.0,180000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Lifestyle,520000
BMW,X1,E84,177,2011.0,170000.0,не битый,5.0,внедорожник,дизель,автомат,коричневый,полный,левый,Base,675000
BMW,X6,E71,306,2011.0,215000.0,не битый,5.0,внедорожник,дизель,автомат,синий,полный,левый,Base,1490000
BMW,X1,E84,150,2011.0,148300.0,не битый,5.0,внедорожник,бензин,автомат,белый,задний,левый,Urban,645000
BMW,5 серия,E39,150,1998.0,267000.0,не битый,4.0,седан,бензин,механика,чёрный,задний,левый,Base,170000
BMW,5 серия,F10/F11,190,2016.0,97000.0,не битый,4.0,седан,дизель,автомат,белый,задний,левый,Base,1620000
BMW,3 серия,E90/E91/E92/E93,218,2010.0,150000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,левый,Base,675000
BMW,5 серия,G30/G31,190,2019.0,9600.0,не битый,4.0,седан,дизель,автомат,чёрный,полный,левый,Sport,2699999
BMW,5 серия,E39,150,1997.0,291806.0,не битый,4.0,седан,бензин,механика,зелёный,задний,левый,Base,200000
BMW,5 серия,E34,129,1988.0,250000.0,не битый,4.0,седан,бензин,механика,серый,задний,левый,Base,300000
BMW,X6,E71,407,2009.0,150000.0,не битый,5.0,внедорожник,бензин,автомат,красный,полный,левый,Base,724777
BMW,X5,E53,231,2003.0,352000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,520000
BMW,5 серия,F10/F11,190,2015.0,278000.0,не битый,4.0,седан,дизель,автомат,серый,задний,левый,Base,1250000
BMW,3 серия,E46,170,2000.0,285000.0,не битый,4.0,седан,бензин,механика,чёрный,задний,левый,Base,335000
BMW,3 серия,E90/E91/E92/E93,156,2009.0,158000.0,не битый,4.0,седан,бензин,автомат,серый,задний,левый,SE,520000
BMW,X5,E70,272,2008.0,210000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,710000
BMW,7 серия,F01/F02,245,2009.0,171000.0,не битый,4.0,седан,дизель,автомат,серый,задний,левый,Base,1150000
BMW,5 серия,E34,150,1991.0,150000.0,не битый,4.0,седан,бензин,механика,синий,задний,левый,Base,65000
BMW,3 серия,E46,150,2004.0,285000.0,не битый,5.0,универсал,дизель,автомат,чёрный,задний,левый,Base,439000
BMW,5 серия,E39,192,2002.0,361295.0,битый,4.0,седан,бензин,автомат,зелёный,задний,левый,Base,165000
BMW,5 серия,E39,192,2001.0,480000.0,не битый,5.0,универсал,бензин,автомат,синий,задний,левый,Base,370000
BMW,X5,E53,231,2003.0,295000.0,не битый,5.0,внедорожник,бензин,автомат,серый,полный,левый,Base,750000
BMW,3 серия,E90/E91/E92/E93,136,2011.0,119000.0,не битый,4.0,седан,бензин,автомат,синий,задний,левый,Base,660000
BMW,X3,E83,177,2010.0,309583.0,не битый,5.0,внедорожник,дизель,автомат,синий,полный,левый,Base,700000
BMW,3 серия,F30/F31,245,2012.0,140000.0,не битый,4.0,седан,бензин,автомат,белый,полный,левый,Sport,1050000
BMW,7 серия,F01/F02,407,2009.0,69027.0,не битый,4.0,седан,бензин,автомат,белый,задний,левый,Base,1199000
BMW,X5,E70,272,2008.0,114800.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,870000
BMW,X3,F25,184,2012.0,160000.0,не битый,5.0,внедорожник,дизель,автомат,коричневый,полный,левый,Base,1199999
BMW,X5,E70,306,2013.0,133000.0,не битый,5.0,внедорожник,бензин,автомат,белый,полный,левый,Luxe,1290000
BMW,X5,E53,218,2005.0,386000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,650000
BMW,X1,E84,177,2012.0,175000.0,не битый,5.0,внедорожник,дизель,автомат,чёрный,полный,левый,Base,750000
BMW,3 серия,E90/E91/E92/E93,218,2005.0,160000.0,не битый,4.0,седан,бензин,автомат,серый,задний,левый,Base,480000
BMW,3 серия,E90/E91/E92/E93,136,2009.0,162000.0,битый,4.0,седан,бензин,автомат,синий,задний,левый,Base,365000
BMW,5 серия,E39,150,1997.0,340219.0,не битый,4.0,седан,бензин,механика,синий,задний,левый,Base,200000
BMW,X3,E83,218,2008.0,180000.0,не битый,5.0,внедорожник,дизель,автомат,синий,полный,левый,Base,755000
BMW,Z4,E89,258,2011.0,85000.0,не битый,2.0,кабриолет,бензин,автомат,серый,задний,левый,Base,1350000
BMW,5 серия,E39,231,2001.0,315000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,левый,Base,450000
BMW,X5,E70,306,2011.0,208000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,1200000
BMW,X5,E70,272,2007.0,324000.0,не битый,5.0,внедорожник,бензин,автомат,зелёный,полный,левый,Base,779900
BMW,X3,F25,258,2011.0,174000.0,не битый,5.0,внедорожник,бензин,автомат,чёрный,полный,левый,Base,940000
BMW,X5,E53,231,2000.0,285000.0,не битый,5.0,внедорожник,бензин,автомат,серебряный,полный,левый,Base,450000
BMW,3 серия,E90/E91/E92/E93,156,2007.0,174500.0,не битый,4.0,седан,бензин,автомат,серебряный,задний,левый,Base,460000
BMW,X1,E84,184,2013.0,98000.0,не битый,5.0,внедорожник,дизель,автомат,коричневый,полный,левый,xLine,1050000
BMW,7 серия,E65/E66,333,2004.0,313000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,левый,Base,330000
BMW,5 серия,F10/F11,204,2011.0,255000.0,не битый,4.0,седан,бензин,автомат,чёрный,задний,левый,Base,819900
BMW,7 серия,F01/F02,407,2009.0,87000.0,не битый,4.0,седан,бензин,автомат,синий,задний,левый,Base,998000
BMW,X5,E70,264,2008.0,246200.0,не битый,5.0,внедорожник,бензин,автомат,белый,полный,левый,Base,749888
BMW,5 серия,E60/E61,177,2008.0,186000.0,не битый,4.0,седан,дизель,автомат,серый,задний,левый,Base,720000
BMW,5 серия,F10/F11,190,2016.0,28000.0,не битый,4.0,седан,дизель,автомат,белый,задний,левый,Base,2000000
BMW,7 серия,F01/F02,407,2010.0,170000.0,не битый,4.0,седан,бензин,автомат,серый,полный,левый,Base,850000
